Time,Title,Summary,year,month,day,anger,positivity,joy,disgust,surprise,trust,anticipation,sadness,negative,fear
2021-06-25 14:31:00,η επιστροφή του μαυρογιαλουρισμού στην εκπαίδευση, το τελευταίο διάστημα έχουν γίνει καθημερινές οικαταγγελίες για τη λειτουργία διαφόρων δοτών υπηρεσιακών συμβουλίων πυσπε και πυσδε σε αρκετές περιοχέςπου επαναφέρουν μεθόδους οι οποίες ανήκουν σε άλλες,2021,Jun,25,0,0,0,0,0,1,0,0,0,1
2021-06-25 08:30:00,η αυταπάτη της ιδιωτικής σύνταξης, ασφαλιστική μεταρρύθμιση για τη νέα γενιά είναι ο τίτλος για την ιδιωτικοποίηση της επικουρικής όλων των ασφαλισμένων απτις αρχές της επόμενης χρονιάς,2021,Jun,25,0,2,0,0,0,1,0,0,0,0
2021-06-24 16:00:00,μιχάλης κωστής αδωνις μένουν ή φεύγουν, στη δημοσκόπηση της alco για την τηλεόραση του open έχουμε ορισμένα ενδιαφέροντα ευρήματα για παράδειγμα στο θέμα της ασφάλειας που ήταν ένα από τα κεντρικά ζητήματα της δεξιάς η κυβέρνηση μητσοτάκη δεν τα,2021,Jun,24,0,1,0,0,0,1,0,0,1,1
2021-06-24 12:24:00,ηράκλειο ζητούν την ανάκληση των απολύσεων στα jumbo, την ανάκληση των απολύσεων έξι εργαζομένων που απολύθηκαν από το κατάστημα jumbo του ηρακλείου ζητούν σωματεία εργαζομένων της κρήτης,2021,Jun,24,0,1,0,0,0,0,1,0,1,0
2021-06-24 09:31:00,eνα θερμό πολιτικό καλοκαίρι, δέκα μέρες πριν από τη διεξαγωγή της προγραμματικής συνδιάσκεψης του συριζαπς συνεδρίασε χθες το πολιτικό συμβούλιο του κόμματος υπό τον αλέξη τσίπρα και λίγο πριν ο τελευταίος αναχωρήσει για το ταξίδι του,2021,Jun,24,0,2,1,0,1,1,2,0,0,1
2021-06-23 16:00:00,ορθολογισμός το φάρμακο που προκαλεί φτώχεια, φθονερή και ύπουλη λέξη ο εξορθολογισμός χωρίς να σημαίνει τίποτα μπορεί να δικαιολογήσει και τις πιο θανατερές αποφάσεις,2021,Jun,23,2,1,0,2,0,1,0,1,2,1
2021-06-23 15:54:00,έπλεξε το εγκώμιο σε τρεις αντιμεταρρυθμίσεις, κομβικές πρωτοβουλίες χαρακτήρισε ο πρωθυπουργός τις τρεις αντιμεταρρυθμίσεις σε ασφαλιστικό παιδεία και αστυνομία κατά τη συνεδρίαση του υπουργικού συμβουλίου πυρ ομαδόν από την αντιπολίτευση,2021,Jun,23,1,1,0,0,0,1,0,0,1,1
2021-06-23 14:45:00,αλ τσίπρας ο κ μητσοτάκης ξεδιπλώνει τώρα την πραγματική του ατζέντα , οι πληγές της κρίσης και του αποτυχημένου λοκντάουν ωστόσο τόσο σε υγειονομικό επίπεδο όσο και σε οικονομικό και κοινωνικό είναι παρούσες μεγαλύτερη πληγή είναι η διεύρυνση των ανισοτήτων τόνισε στο,2021,Jun,23,1,2,0,0,0,1,0,1,1,1
2021-06-23 10:10:00,ωρα ευρώπης για τη γεννηματά, για ένα σημαντικό τριήμερο από αύριο μέχρι το σάββατο σε βρυξέλλες και βερολίνο παρουσία ομολόγων της από διάφορα σοσιαλιστικά κόμματα στην ευρώπη σοσιαλδημοκρατών πρωθυπουργών ή ηγετών που συμμετέχουν σε,2021,Jun,23,0,1,0,0,0,0,2,0,0,0
2021-06-23 06:00:00,πλώρη για εργασιακό μεσαίωνα, η νδ ψήφισε μόνη της απομονωμένη από όλα τα υπόλοιπα κόμματα και από την ελληνική κοινωνία την κατάργηση του οκταώρου τις απλήρωτες υπερωρίες τις μειώσεις μισθών την απελευθέρωση των απολύσεων ασχέτως,2021,Jun,23,0,1,1,0,1,0,1,0,1,0
2021-06-22 20:38:00,αποδοκιμασία για το νομοσχέδιο χατζηδάκη από τους πολίτες, το αντεργατικό νομοσχέδιο της κυβέρνησης που έλαβε θετική ψήφο μόνο από το κυβερνών κόμμα δε συγκεντρώνει θετικές γνώμες από την κοινή γνώμη σύμφωνα με νέα δημοσκόπηση που είδε το φως της δημοσιότητας σύμφωνα,2021,Jun,22,0,1,0,0,0,0,0,0,1,0
2021-06-22 16:00:00,νομάδες, η λέξη επανήλθε στην επικαιρότητα με αφορμή την αμερικανική ταινία η χώρα των νομάδων κλόι ζάο ενα φιλμ αποφλοιωμένο από διαλόγους μόνο τα απαραίτητα λόγια,2021,Jun,22,2,2,1,0,0,1,2,0,2,0
2021-06-22 11:49:00,δυστοπικό το μέλλον στην εκπαίδευση για την πλειονότητα των μαθητών, η κυβέρνηση την ίδια ώρα που υψώνει τείχη ανισότητας και αποκλεισμών στο εκπαιδευτικό σύστημα την ίδια ακριβώς ώρα προσπαθεί να διαμορφώσει ένα εφιαλτικό εργασιακό μέλλον για τους αποφοίτους του,2021,Jun,22,2,3,0,0,0,2,0,0,3,3
2021-06-22 11:23:00,προεκλογικό καλοκαίρι στο κιναλλ, αυξάνεται η εσωκομματική δραστηριότητα των επίδοξων διεκδικητών της ηγεσίας στη χαριλάου τρικούπη οι οποίοι σχεδιάζουν τα επόμενα βήματά τους για την ανοιχτή ψηφοφορία στο τέλος του 2021,2021,Jun,22,1,1,0,0,0,1,1,0,1,0
2021-06-19 13:12:00,όταν το υπαιθ εξαφανίζει 1915 οργανικές θέσεις ποιο είναι το επόμενο βήμα, στις 2 ιουνίου 2021 διδάχθηκε το μάθημα της κοινωνιολογίας για τελευταία φορά στα λύκεια της χώρας καθώς αυτό καταργήθηκε μετά από 39 χρόνια ανελλιπούς παρουσίαςαπό το 198283,2021,Jun,19,0,1,0,0,0,1,1,0,0,0
2021-06-18 16:00:00,η αμπρακατάμπρα οδηγεί την ανάπτυξη της οικονομίας, το δικαίωμα όλων σύμφωνα με την κυβερνητική σύλληψη είναι μάλλον προνόμιο του σεβ και των λοιπών εργοδοτικών ενώσεων και λιγότερο δικαίωμα των εργαζομένων και των συναφών εργατικών ενώσεων,2021,Jun,18,0,0,0,0,1,0,0,0,2,1
2021-06-18 12:07:00,η πραγματική μάχη τώρα αρχίζει, μετά την ψήφιση του αντεργατικού νομοσχεδίου και όσα φαίνεται πως θα ακολουθήσουν γύρω από αυτό ο συριζα  πς εκτιμά πως η κυβέρνηση θα συνεχίσει να ξεδιπλώνει νεοφιλελεύθερες πολιτικές και ετοιμάζεται για,2021,Jun,18,1,1,0,0,0,1,1,1,2,2
2021-06-17 16:00:00,χατζηδάκιαμ μητσοτάκιαμ εσείς τρώτε και πίνετε, το εργασιακό περιβάλλον έχει αλλάξει δραματικά και σήμερα μάλλον ζούμε την εποχή των παγετώνων για τα εργασιακά δικαιώματα η σημερινή κυβέρνηση συνεχίζει με συνέπεια την πολιτική της τρόικας ολοκληρώνοντας,2021,Jun,17,2,3,1,2,0,2,1,1,3,2
2021-06-17 08:57:00,γυναικείες οργανώσεις διαψεύδουν τον πρωθυπουργό ότι συμφώνησαν με το αντεργατικό νσ, σχεδόν 20 οργανώσεις και συλλογικότητες διαψεύδουν τον πρωθυπουργό ότι συμφωνούν με το περιεχόμενο του εργασιακού νομοσχεδίου τονίζοντας ότι δεν κλήθηκαν σε διαβούλευση και ότι είχαν ζητήσει την απόσυρσή του,2021,Jun,17,0,1,1,0,0,1,0,0,0,0
2021-06-17 08:45:00,ποιο το παλιό και ποιο το νέο, το νέο που ευαγγελίζεται η αμετανόητη νδ είναι τουλάχιστον δύο αιώνων eίναι η ρεβάνς της δεξιάς για τις κατακτήσεις της μεταπολίτευσης,2021,Jun,17,0,0,0,0,0,0,0,0,0,0
2021-06-17 06:00:00,επιστροφή στον εργασιακό μεσαίωνα, με γαλάζιο στυλό υπογράφηκε χθες στη βουλή η παρωχημένη νεοφιλελεύθερη σελίδα που εισάγει στον εργασιακό χώρο ο νόμος χατζηδάκη με τον πρωθυπουργό να μιλά προκλητικά στη βουλή για αναγέννηση και τους,2021,Jun,17,0,1,0,0,0,1,0,0,0,0
2021-06-17 06:00:00,στα κάγκελα και οι ιατροί εργασίας, η πρόληψη της βίας και της παρενόχλησης στην εργασία συμπεριλαμβανομένης της σεξουαλικής παρενόχλησης αλλά και η ένταξη και επανένταξη ατόμων που υφίστανται διακρίσεις ή είναι θύματα βίας και παρενόχλησης,2021,Jun,17,0,3,1,0,1,1,3,0,0,0
2021-06-17 06:00:00,βροντερό όχι σε δύο δόσεις, ξανά στους δρόμους βρέθηκε χθες ο κόσμος της εργασίας που είπε ακόμη ένα ηχηρό όχι στο αντεργατικό νομοσχέδιο χατζηδάκη,2021,Jun,17,0,1,0,0,0,0,0,0,1,0
2021-06-16 22:11:00,ταφόπλακα σε οκτάωρο απεργία και διεκδικήσεις με τη βούλα της νδ, κυβέρνηση και νδ έκλεισαν τα αυτιά στις διαμαρτυρίες επιβεβαιώνοντας ότι όπως και το έκτρωμα χατζηδάκη δεν είναι στην πλευρά των εργαζομένων,2021,Jun,16,0,1,0,0,0,1,0,0,1,1
2021-06-16 19:24:00,κρήτη στους δρόμους ενάντια στο νέο εργασιακό νομοσχέδιο, συγκεντρώσεις και πορείες πραγματοποιήθηκαν από το πρωΐ της τετάρτης σε όλες τις πόλεις της κρήτης στο πλαίσιο της 24ωρης απεργίας,2021,Jun,16,0,0,0,0,0,0,0,0,0,0
2021-06-16 19:13:00,ερωτηματικά από την παρέμβαση του υπερταμείου για την απεργία στα μμμ, το υπερταμείο δεν επιλέγει να προσφύγει στη δικαιοσύνη αλλά μιλά αορίστως για την ανάγκη διαλόγου για τη διασφάλιση του δικαιώματος όλων των πολιτών στη χρήση των δημόσιων μέσων,2021,Jun,16,0,2,0,0,0,2,0,1,0,0
2021-06-16 18:33:00,όλη τη μέρα στους δρόμους οι εργαζόμενοι βροντερό όχι στο έκτρωμα χατζηδάκη, όλη την ημέρα στον δρόμο βρίσκονται οι εργαζόμενοι αντιδρώντας στο κατάπτυστο νομοσχέδιο του υπουργείου εργασίας που ξηλώνει εργασιακά δικαιώματα κατακτημένα με αίμα και αγώνες,2021,Jun,16,0,0,0,0,0,0,0,0,1,0
2021-06-16 18:21:00,βαρουφάκης θα σας πολεμήσουμε σε κάθε γωνιά της χώρας, μήνυμα πολέμου έστειλε στην κυβέρνηση της νέας δημοκρατίας τον πρωθυπουργό και τον υπουργό εργασίας κωστή χατζηδάκηο γραμματέας του μέρα25 γιάνης βαρουφάκης με αφορμή το εργασιακό νομοσχέδιο,2021,Jun,16,0,1,0,0,0,1,0,0,2,1
2021-06-16 18:08:00,κουτσούμπας το έκτρωμά σας θα μείνει στα χαρτιά, σε πολύ υψηλούς τόνους κατά της κυβέρνησης της νδ ήταν η ομιλία του γγ του κκε δημήτρη κουτσούμπα στην ολομέλεια αναφερόμενος στο εργασιακό νομοσχέδιο,2021,Jun,16,0,1,0,0,0,0,0,0,0,0
2021-06-16 18:01:00,φουλ επίθεση κατά μητσοτάκη  ανυποχώρητος και προκλητικός ο πρωθυπουργός, σύγκρουση εκτός ορίων στη βουλή για το αντεργατικό νομοσχέδιο αρνητικός πρωταγωνιστής ο πρωθυπουργός ονομαστική ψηφοφορία το βράδυ,2021,Jun,16,1,1,0,0,1,1,1,2,2,1
2021-06-16 13:42:00,φώφη γεννηματά το νσ απαιτεί από τον εργαζόμενο να σκύψει το κεφάλι, άλλο ένα παράδειγμα της συντηρητικής πολιτικής της κυβέρνησης χαρακτήρισε το νσ χατζηδάκη η επικεφαλής του κιναλλ κανείς δεν δικαιούται να σιωπήσει ή να κρυφτεί μπροστά σε αυτές τις εξελίξεις τόνισε,2021,Jun,16,0,0,0,0,0,0,0,0,0,0
2021-06-16 13:02:00,ωδή στις απεργοκτόνες διατάξεις από τον πρωθυπουργό , ο κυριάκος μητσοτάκης κατασυκοφάντησε το απεργιακό κίνημα επιβεβαιώνοντας το όραμα της κυβέρνησής του το δικαίωμα στην απεργία είναι ιερό αρκεί να μην ασκείται,2021,Jun,16,1,2,1,0,0,1,2,0,1,0
2021-06-16 12:54:00,εκδηλώσεις του κεθεα αριάδνη στην κρήτη για την παγκόσμια ημέρα κατά των ναρκωτικών, εκδηλώσεις με αφορμή τον εορτασμό της παγκόσμιας ημέρας κατά των ναρκωτικών πραγματοποιεί το κεθεα αριαδνη στην κρήτη,2021,Jun,16,0,0,0,0,0,0,0,0,0,0
2021-06-16 11:42:00,σε μια υπερευέλικτη αγορά οι εργαζόμενοι θα βράζουν στο ίδιο καζάνι, η μαρία καραμεσίνη είναι καθηγήτρια οικονομικών της εργασίας και της κοινωνικής πολιτικής και πρόεδρος της επιτροπής ισότητας των φύλων του παντείου,2021,Jun,16,0,1,0,0,0,1,0,0,1,0
2021-06-16 11:16:00,μεγάλες συγκεντρώσεις για το αντεργατικό νομοσχέδιο , άλλη μια μάχη κόντρα στο νομοσχέδιο χατζηδάκη δίνουν συνδικάτα και εργαζόμενοι μεγάλη η συμμετοχή στα πρωινά ενώ ακολουθούν τα απογευματινά,2021,Jun,16,1,1,0,0,0,1,1,0,1,1
2021-06-16 10:36:00,υπουλη μεθόδευση μπόλικη υποκρισία, ηταν τουλάχιστον υποκριτικό από πλευράς υπουργού παιδείας να σπεύσει να καταθέσει κατεπείγουσα αγωγή  κατά όλων όσοι προκήρυξαν για σήμερα απεργία με το πρόσχημα ότι διαταράσσεται η διαδικασία των,2021,Jun,16,2,1,0,1,1,0,0,1,3,2
2021-06-16 09:19:00,η ώρα των πολιτικών αρχηγών live, κορυφώνεται η αντιπαράθεση για το εργασιακό έκτρωμα που φέρνει με μορφή νομοσχεδίου η κυβέρνηση στους δρόμους οι εργαζόμενοι,2021,Jun,16,0,1,0,0,0,1,0,0,2,1
2021-06-16 06:00:00,το κιναλλ κορυφώνει την επίθεση κατά νδ, με τη σημερινή ομιλία που αναμένεται να πραγματοποιήσει στη βουλή η φώφη γεννηματά πρόκειται να κορυφώσει την επίθεσή της απέναντι στην κυβέρνηση για τα εργασιακά ένα ζήτημα για το οποίο το κίνημα αλλαγής,2021,Jun,16,1,1,0,1,1,1,1,1,2,2
2021-06-16 06:00:00,χαριστική βολή στο 8ωρο με τη βούλα της νδ, από την κυβερνητική πλειοψηφία και μόνον αναμένεται να διασωθεί το εργασιακό νομοσχέδιο στη βουλή αφού σύσσωμη η αντιπολίτευση θα καταψηφίσει απόψε τις εκτρωματικές διατάξεις που βάζουν στο στόχαστρο,2021,Jun,16,1,1,1,0,0,1,0,0,1,0
2021-06-15 23:26:00,απρέπεια κεγκέρογλου στη βουλή και απάντηση ξενογιαννακοπούλου, σφοδρή αντιπαράθεση πυροδότησε ο τρόπος που αναφέρθηκε ο γραμματέας του κινήματος αλλαγής βασίλης κεγκέρογλου στην πρόταση νόμου του συριζα για τα οικονομικά των κομμάτων μιλώντας νωρίτερα στην ολομέλεια,2021,Jun,15,1,2,0,1,0,0,1,1,2,1
2021-06-15 21:05:00,σφυροκόπημα από την αντιπολίτευση στο αντεργατικό νομοσχέδιο, τα πυρά της αντιπολίτευσης συγκεντρώνει για δεύτερη ημέρα στην ολομέλεια της βουλής το νομοσχέδιο του υπουργού εργασίας που πλήττει καίρια εργασιακά κεκτημένα,2021,Jun,15,1,1,0,0,1,0,0,1,2,1
2021-06-15 18:38:00,πώς θα κινηθούν την τετάρτη τα μέσα μαζικής μεταφοράς, σε τροποποίηση του απεργιακού προγράμματος προχώρησαν οι εργαζόμενοι στις συγκοινωνίες μετά την αγωγή κεραμέως σε αδεδυ και εκα για τις κινητοποιήσεις σε ημέρα πανελλαδικών εξετάσεων,2021,Jun,15,1,0,0,1,1,0,0,1,1,1
2021-06-15 18:24:00,παράνομη κρίθηκε η αυριανή απεργία των ναυτεργατικών σωματείων, παράνομη κρίθηκε από το μονομελές πρωτοδικείο πειραιά αραπόφασης 5442021 η αυριανή νέα 24ωρη πανελλαδική απεργία σε όλες τις κατηγορίες πλοίων που έχουν εξαγγείλει τα 13 ναυτεργατικά σωματεία αντιδρώντας,2021,Jun,15,1,0,0,0,0,0,0,0,1,0
2021-06-15 17:47:00,πρωτοβουλία για την υπεράσπιση της εργασίας, κοινωνιολόγοι ανθρωπολόγοι πολιτικοί επιστήμονες οικονομολόγοι ιστορικοί παίρνουν θέση και σκιαγραφούν τις ζοφερές επιπτώσεις των διατάξεων του νομοσχεδίου,2021,Jun,15,0,0,0,0,0,0,0,0,0,0
2021-06-15 17:02:00,στην επίθεση κατά μενδώνη ο τσίπρας για το ταμείο αλληλοβοήθειας, με τους απολυμένους του ταμείου αλληλοβοήθειας του υπουργείου πολιτισμού συναντήθηκε ο αρχηγός της αξιωματικής αντιπολίτευσης κάνοντας λόγο για εκδικητική συμπεριφορά από τη λίνα μενδώνη,2021,Jun,15,0,1,0,0,0,0,0,0,0,0
2021-06-15 16:42:00,4ωρη στάση εργασίας την τετάρτη σε όλα τα μμε, τα διοικητικά συμβούλια των συνεργαζόμενων ενώσεων στο χώρο του τύπου και των μμε αποφάσισαν να στηρίξουν τις πρωτοβουλίες των εργατικών κέντρων και ομοσπονδιών σ όλη τη χώρα γσεε  αδεδυ με 4ωρη στάση,2021,Jun,15,1,0,0,0,0,0,0,1,1,0
2021-06-15 16:00:00,για τον δημοκρατικό δρόμο  ξανά, το περιβόητο εργασιακό νομοσχέδιο που κατεβάζει η κυβέρνηση στη βουλή αλλά και οι αντιπολιτευτικοί και συνδικαλιστικοί αγώνες ενάντια σε αυτό αποκαλύπτουν μεταξύ άλλων μια αλήθεια της σύγχρονης ιστορίας οι,2021,Jun,15,0,2,0,0,0,2,0,1,2,1
2021-06-15 16:00:00,ο χατζηδάκης οι εργατοπατέρες οι εργοδότες, bροντοφώναξε απευθυνόμενος στο αντίπαλο ακροατήριο της βουλής ο φιλελεύθερος υπουργός εργασίας κωστής χατζηδάκης χωρίς ντροπή και με μεγάλη ασέβεια προς την ελληνική ιστορία εσείς είστε με τους,2021,Jun,15,2,1,0,2,1,0,1,2,4,2
2021-06-15 15:04:00,αλλαγές στα μμμ για την αυριανή απεργία ένεκα πανελλαδικών, κατά τη συζήτηση στο μονομελές πρωτοδικείο της προσφυγής κεραμέως εκπρόσωποι της αδεδυ επιβεβαίωσαν ότι τροποποιούνται και οι κινητοποιήσεις στις αστικές συγκοινωνίες,2021,Jun,15,1,1,0,0,0,0,0,0,0,0
2021-06-15 13:26:00,live η συζήτηση του νόμουοδοστρωτήρα για τα εργασιακά στην ολομέλεια, σφοδρά πυρά κατά της κυβέρνησης εξαπολύουν για δεύτερη μέρα οι βουλευτέςσύσσωμης της αντιπολίτευσης για πρώτη φορά σε ένα κοινό μέτωπο τη διετία μητσοτάκη κατά τησυζήτηση του εκτρωματικού νομοσχεδίου στην,2021,Jun,15,1,0,0,0,1,0,1,1,1,1
2021-06-15 09:22:00,νδ ανακοίνωσημνημείο κυνισμού ενάντια στην αυριανή απεργία, απίστευτος ο κυνισμός της κυβέρνησης που επικρίνει τηναυριανή απεργία μιλά για βασανιστήρια πολιτών και καλεί μάλιστα τον συριζα και το κκε να τοποθετηθούν απέναντι,2021,Jun,15,1,0,0,0,0,0,0,0,2,0
2021-06-15 07:39:00,επιστροφή του νατο στις ρίζες του  ψυχρός πόλεμος στις δαπάνες, ψυχρός πόλεμος στις δαπάνες  μετωπική σύγκρουση για το εργασιακό νσ  noor one εισαγγελέας καλεί μαρινάκη και συνεργάτες  οι propatria στα χνάρια της χρυσής αυγής τρίτη και φαρμακερή δίωξη για τον δ,2021,Jun,15,2,0,0,1,1,0,0,3,4,2
2021-06-15 06:00:00,ανήσυχη η εεδα για το εργασιακό νομοσχέδιο, αν και επί της αρχής η κύρωση της διεθνούς σύμβασης εργασίας 190 για τη βία και την παρενόχληση στην εργασία αποτιμάται θετικά από την εθνική επιτροπή για τα δικαιώματα του ανθρώπου το κείμενο που,2021,Jun,15,2,1,1,1,1,2,1,2,3,2
2021-06-15 06:00:00,στα χαρακώματα για τον εργασιακό μεσαίωνα, μύδροι από συριζα κιναλλ κκε μέρα25 ελληνική λύση για κυβερνητική εμμονή σε αποτυχημένες νεοφιλελεύθερες συνταγές τύπου θάτσερ και για προκλητική εξυπηρέτηση των συμφερόντων της εργοδοσίας,2021,Jun,15,0,1,0,0,0,0,0,0,0,0
2021-06-14 22:26:00,ανήσυχη η εθνική επιτροπή για τα δικαιώματα του ανθρώπου για το εργασιακό νομοσχέδιο, η εθνική επιτροπή εντοπίζει ασάφειες παραλείψεις και αντιφάσεις και υπογραμμίζει ότι δεν καλύπτονται όλοι οι τομείς στους οποίους παρέχεται εργασία,2021,Jun,14,0,1,1,0,1,2,1,0,0,0
2021-06-14 20:55:00,τσίπρας δεν θα αφήσουμε σε χλωρό κλαρί τον κ μητσοτάκη και την κυβέρνησή του, ο πρόεδρος του συριζα μίλησε για γραμμάτιο σε αυτούς που στήριξαν τον κ μητσοτάκη και επανέλαβε ότι μια προοδευτική κυβέρνηση θα ανατρέψει το αντεργατικο νσ,2021,Jun,14,0,2,0,0,0,2,0,0,1,1
2021-06-14 16:12:00,ζεσταίνουν τις μηχανές τους τα συνδικάτα , με 24ωρη απεργία απαντά στο αντεργατικό νομοσχέδιο χατζηδάκη η αδεδυ στάση εργασίας αποφάσισαν γσεε και εκα,2021,Jun,14,2,0,0,0,0,0,0,1,3,0
2021-06-14 16:00:00,γυναικεία γονιμότητα οδηγίες χρήσης, το θρησκευτικό και ιατρικό ιερατείο εκπροσωπούμενα από άνδρες που θεωρούν ότι αυτονοήτως φέρουν τη σχετική δικαιοδοσία αποφάσισαν να συνεδριάσουν για τη γυναικεία γονιμότητα,2021,Jun,14,0,1,1,0,0,1,1,1,0,0
2021-06-14 16:00:00,είμαστε απέναντι, εργασιακό νομοσχέδιο που ελαστικοποιεί το ωράριο παραπέμποντας το 8ωρο στην άνιση ατομική διαπραγμάτευση μεταξύ εργοδότη και εργαζόμενου,2021,Jun,14,0,0,0,0,0,0,0,1,1,0
2021-06-14 15:37:00,γεννηματά η κυβέρνηση στηρίζει μόνο τα μεγάλα ιδιωτικά συμφέροντα, κατά την επίσκεψή της στην εαβ η πρόεδρος του κινήματος αλλαγής κατηγόρησε εκ νέου την κυβέρνηση πώς με το εργασιακό νομοσχέδιο εξυπηρετεί τα μεγάλα ιδιωτικά συμφέροντα,2021,Jun,14,0,3,0,0,0,2,0,0,2,1
2021-06-14 14:30:00,με ρεπά δεν γίνονται παιδιά, το σύνθημα το αλιεύσαμε από τα social media και είναι πραγματικότητα πως με λίγες λέξεις περιγράφει εύστοχα τις δικαιολογημένες αντιδράσεις που προκάλεσε το αναχρονιστικό συνέδριο γονιμότητας που τελικά,2021,Jun,14,0,1,1,2,1,2,2,0,0,0
